id,parent_id,elapsed_ns,span_name,file_name,call_depth,metadata
119346764514852865,119345390125318146,145072,find_channel_events,trace-to-events/src/processing.rs,3,{}
65305493131755521,119345390125318146,84092,find_channel_events,trace-to-events/src/processing.rs,3,{}
119345390125318146,119345390125318145,95432,process,trace-to-events/src/processing.rs,2,{}
119345390125318146,119345390125318145,97582,process,trace-to-events/src/processing.rs,2,{}
108088040324333569,119345390125318146,128322,find_channel_events,trace-to-events/src/processing.rs,3,{}
119345390125318146,119345390125318145,101892,process,trace-to-events/src/processing.rs,2,{}
117094140067446786,117094140067446785,112650,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"46"; "sample_time":"1"}
117094140067446785,119345390125318146,120382,find_channel_events,trace-to-events/src/processing.rs,3,{}
119345390125318146,119345390125318145,111801,process,trace-to-events/src/processing.rs,2,{}
112592464585424898,112592464585424897,103921,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"23"; "sample_time":"1"}
112592464585424897,119345390125318146,114732,find_channel_events,trace-to-events/src/processing.rs,3,{}
74310218485334017,119345390125318146,184932,find_channel_events,trace-to-events/src/processing.rs,3,{}
119345390125318146,119345390125318145,124012,process,trace-to-events/src/processing.rs,2,{}
119345390125318146,119345390125318145,126622,process,trace-to-events/src/processing.rs,2,{}
96830415645442049,119345390125318146,171151,find_channel_events,trace-to-events/src/processing.rs,3,{}
119345390125318146,119345390125318145,12009,process,trace-to-events/src/processing.rs,2,{}
76563942444367874,76563942444367873,70411,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"2"; "sample_time":"1"}
76563942444367873,119345390125318146,87612,find_channel_events,trace-to-events/src/processing.rs,3,{}
119345390125318146,119345390125318145,93021,process,trace-to-events/src/processing.rs,2,{}
119345390125318146,119345390125318145,170952,process,trace-to-events/src/processing.rs,2,{}
119345390125318145,0,471744,Trace Source Message,trace-to-events/src/main.rs,1,{}
119345939881132034,119345939881132033,103140,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"39"; "sample_time":"1"}
119345939881132033,121597189939003394,121671,find_channel_events,trace-to-events/src/processing.rs,3,{}
121597189939003394,121597189939003393,83041,process,trace-to-events/src/processing.rs,2,{}
121598564328538114,121598564328538113,132461,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"25"; "sample_time":"1"}
121598564328538113,121597189939003394,142131,find_channel_events,trace-to-events/src/processing.rs,3,{}
99082215459127298,99082215459127297,112261,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"47"; "sample_time":"1"}
121597189939003394,121597189939003393,95121,process,trace-to-events/src/processing.rs,2,{}
99082215459127297,121597189939003394,122921,find_channel_events,trace-to-events/src/processing.rs,3,{}
121597189939003394,121597189939003393,114091,process,trace-to-events/src/processing.rs,2,{}
